time,v_c(20),v_c(50),v_c(80),v_c(100),G_i(20),G_i(50),G_i(80),G_i(100),Na_i(20),Na_i(50),Na_i(80),Na_i(100),Cl_i(20),Cl_i(50),Cl_i(80),Cl_i(100),J_W_A(20),J_W_A(50),J_W_A(80),J_W_A(100),Cl_i(20)-A,Cl_i(50)-A,Cl_i(80)-A,Cl_i(100)-A,Na_i(20)-A,Na_i(50)-A,Na_i(80)-A,Na_i(100)-A,G_i(20)-A,G_i(50)-A,G_i(80)-A,G_i(100)-A,v_c(20)-A,v_c(50)-A,v_c(80)-A,v_c(100)-A,J_W_A(20)-A,J_W_A(50)-A,J_W_A(80)-A,J_W_A(100)-A
5562,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7673,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3122,57.3234,54.7112,53.2399,52.8138,54.0491,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5563,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3122,57.3234,54.7111,53.2399,52.8138,54.0491,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5564,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3122,57.3234,54.7111,53.2399,52.8138,54.0491,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5565,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3234,54.7111,53.2399,52.8138,54.0491,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5566,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.7111,53.2399,52.8138,54.0491,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5567,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.7111,53.2399,52.8139,54.0492,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5568,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8276,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.7111,53.2399,52.8139,54.0492,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5569,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4524,48.7672,48.622,61.5077,61.3332,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.7111,53.2399,52.8139,54.0492,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5570,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4523,48.7672,48.622,61.5077,61.3332,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.7111,53.2399,52.8139,54.0492,55.0022,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5571,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3233,54.711,53.2399,52.8139,54.0492,55.0023,55.5829,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5572,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3121,57.3232,54.711,53.2398,52.8139,54.0492,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5573,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0492,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5574,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3672,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0492,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5575,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0493,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5576,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0493,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5577,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.622,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0493,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5578,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.644,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3232,54.711,53.2398,52.8139,54.0493,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5579,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3231,54.711,53.2398,52.814,54.0493,55.0023,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5580,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3231,54.7109,53.2398,52.814,54.0493,55.0024,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5581,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.312,57.3231,54.7109,53.2398,52.814,54.0493,55.0024,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5582,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.3231,54.7109,53.2398,52.814,54.0493,55.0024,55.583,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5583,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.3231,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5584,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3333,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.3231,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5585,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5586,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5587,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8277,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5588,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7109,53.2397,52.814,54.0494,55.0024,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5589,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7108,53.2397,52.814,54.0494,55.0025,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5590,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3119,57.323,54.7108,53.2397,52.814,54.0494,55.0025,55.5831,12.8396,15.1938,16.966,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5591,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4523,48.7672,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.323,54.7108,53.2397,52.814,54.0495,55.0025,55.5831,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5592,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2397,52.8141,54.0495,55.0025,55.5831,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5593,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2397,52.8141,54.0495,55.0025,55.5831,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5594,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2397,52.8141,54.0495,55.0025,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5595,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2396,52.8141,54.0495,55.0025,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5596,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2396,52.8141,54.0495,55.0025,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5597,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7108,53.2396,52.8141,54.0495,55.0025,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5598,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5077,61.3334,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3229,54.7107,53.2396,52.8141,54.0495,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5599,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3228,54.7107,53.2396,52.8141,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5600,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3118,57.3228,54.7107,53.2396,52.8141,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5601,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3228,54.7107,53.2396,52.8141,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5602,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3228,54.7107,53.2396,52.8141,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5603,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3228,54.7107,53.2396,52.8141,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5604,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3228,54.7107,53.2396,52.8142,54.0496,55.0026,55.5832,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5605,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3228,54.7107,53.2396,52.8142,54.0496,55.0026,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5606,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3227,54.7107,53.2396,52.8142,54.0496,55.0026,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5607,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8278,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3227,54.7107,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5608,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8279,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3227,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5609,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1927,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8279,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3117,57.3227,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5610,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8279,58.6441,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3227,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5611,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3227,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5612,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3335,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3227,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5613,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5614,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4522,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7106,53.2395,52.8142,54.0497,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5615,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7106,53.2395,52.8142,54.0498,55.0027,55.5833,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5616,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7106,53.2395,52.8142,54.0498,55.0027,55.5834,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5617,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7105,53.2395,52.8143,54.0498,55.0028,55.5834,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5618,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3116,57.3226,54.7105,53.2395,52.8143,54.0498,55.0028,55.5834,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5619,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3115,57.3226,54.7105,53.2394,52.8143,54.0498,55.0028,55.5834,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
5620,1.95E-15,1.85E-15,1.69E-15,1.58E-15,17.5899,32.049,41.1928,45.921,51.3673,49.4521,48.7671,48.6219,61.5076,61.3336,59.8279,58.6442,7.17E-09,2.31E-07,4.40E-07,5.70E-07,60.3115,57.3225,54.7105,53.2394,52.8143,54.0498,55.0028,55.5834,12.8396,15.1938,16.9659,18.1099,1.88E-15,1.64E-15,1.46E-15,1.36E-15,9.42E-09,2.35E-07,4.44E-07,5.75E-07
